gps_tow(sec), total_sv, prn, pseudorange(m), snr(dB-Hz), el(deg), az(deg), err_tropo(m), err_iono(m), sat_clk_err(m), sat_pos_x(m), sat_pos_y(m), sat_pos_z(m)
310987,12, 22, 24036824.2380,15.00,26.90,119.22, 5.29, 2.82, -82650.23,-24285627.4484, 10304047.3910, -2911542.2660
310987,12, 28, 23853161.4470,21.00,32.35,328.48, 4.48, 2.53, 205261.60,  4804045.0693, 14247358.1155, 22524900.3815
310987,12, 30, 21723201.0450,29.00,58.72,282.56, 2.81, 1.70,  32302.19,   828322.1146, 23924189.6060, 11346371.0572
310987,12, 87, 37777717.1590,28.00,52.06,126.28, 3.04, 1.83,  92535.73,-32265328.4036, 27127286.4411,  1036497.7512
310987,12, 94, 36951188.2410,23.00,76.71,301.31, 2.47, 1.53,  44300.09, -8594392.6200, 36422205.5028, 19729653.8275
310987,12, 96, 36851723.1870,23.00,73.87,342.79, 2.50, 1.54,   5078.93,-11326564.1274, 32422265.5800, 24342793.4737
310987,12, 99, 37691637.3810,15.00,58.59,244.62, 2.81, 1.70, -53423.95,   193802.4340, 41756099.4833,  6720619.8494
310988,13,  1, 21054488.7380,33.00,76.45, 66.82, 2.47, 1.53,  -7895.84,-13503647.5254, 19475675.5932, 11556262.5085
310988,13,  3, 24467904.7500,16.00,21.25,142.11, 6.57, 3.18,     53.52,-20646565.7181, 13061322.6941,-10375142.4308
310988,13,  7, 21298570.3600,19.00,64.20,222.51, 2.66, 1.62,  73034.11, -4934391.3365, 25661123.4017,  3330158.7746
310988,13,  8, 24242510.5310,21.00,25.19, 44.38, 5.61, 2.92, -26851.70,-17281264.1983,  2488318.2669, 20112407.2794
310988,13, 11, 21462154.3730,30.00,65.17, 19.73, 2.64, 1.61,-220437.36,-10788945.4125, 16985929.0228, 16842523.7762
310988,13, 17, 24658354.7340,31.00,21.60,270.54, 6.47, 3.15, -38026.58, 14404611.9266, 21707490.2356,  5912062.4702
310988,13, 28, 23852822.1100,19.00,32.35,328.48, 4.47, 2.53, 205261.60,  4801390.2484, 14247853.0402, 22525164.6556
310988,13, 30, 21723153.4750,33.00,58.72,282.54, 2.80, 1.70,  32302.19,   827595.7574, 23925476.7288, 11343694.5171
310988,13, 87, 37777790.2750,29.00,52.06,126.29, 3.04, 1.83,  92535.75,-32265328.5676, 27127285.8668,  1036469.2542
310988,13, 93, 36825523.9180,22.00,74.46,105.21, 2.49, 1.54, -88310.93,-24340209.3415, 31581750.9945, 13183934.9363
310988,13, 94, 36951324.2310,26.00,76.70,301.32, 2.46, 1.53,  44300.09, -8593255.2108, 36421295.5890, 19731827.6375
310988,13, 96, 36851702.6650,29.00,73.87,342.78, 2.50, 1.54,   5078.92,-11326739.2787, 32423463.3306, 24341091.5063
310988,13, 99, 37691689.2610,16.00,58.59,244.63, 2.81, 1.70, -53423.96,   195101.6824, 41755692.0267,  6723108.7404
310989,12,  1, 21054653.0490,27.00,76.44, 66.79, 2.47, 1.53,  -7895.85,-13503484.8696, 19474167.9060, 11558989.2706
310989,12,  3, 24467524.3530,14.00,21.25,142.10, 6.57, 3.18,     53.52,-20647901.9851, 13061422.2485,-10372347.4495
310989,12,  7, 21298850.0170,17.00,64.19,222.50, 2.66, 1.62,  73034.11, -4934808.9509, 25661423.3383,  3326994.2718
310989,12,  8, 24242959.8040,20.00,25.18, 44.38, 5.61, 2.92, -26851.70,-17283014.6533,  2486482.4382, 20111139.5312
310989,12, 11, 21462468.3020,22.00,65.17, 19.73, 2.64, 1.61,-220437.36,-10789560.4086, 16983735.0767, 16844270.9617
310989,12, 17, 24658182.5870,23.00,21.61,270.54, 6.47, 3.15, -38026.58, 14404001.6757, 21707103.6440,  5915158.3924
310989,12, 28, 23852477.2940,15.00,32.36,328.49, 4.47, 2.53, 205261.61,  4798735.4307, 14248348.1416, 22525428.4775
310989,12, 30, 21723104.4230,28.00,58.72,282.53, 2.80, 1.70,  32302.19,   826869.5752, 23926763.5714, 11341017.7344
310989,12, 93, 36825580.6660,19.00,74.46,105.23, 2.49, 1.54, -88310.93,-24339910.0737, 31582910.1669, 13181668.6669
310989,12, 94, 36951460.8480,24.00,76.70,301.34, 2.46, 1.53,  44300.10, -8592117.9345, 36420385.5117, 19734001.3431
310989,12, 96, 36851675.5820,18.00,73.87,342.77, 2.50, 1.54,   5078.91,-11326914.2551, 32424661.1060, 24339389.4088
310989,12, 99, 37691737.9820,26.00,58.59,244.63, 2.81, 1.70, -53423.96,   196400.8718, 41755284.3828,  6725597.5953
310990,13,  1, 21054820.6760,25.00,76.44, 66.76, 2.47, 1.53,  -7895.85,-13503322.2113, 19472659.8764, 11561715.7799
310990,13,  3, 24467147.0610,11.00,21.26,142.10, 6.58, 3.18,     53.52,-20649237.9073, 13061521.7887,-10369552.2471
310990,13,  7, 21299119.2920,21.00,64.19,222.48, 2.67, 1.62,  73034.11, -4935226.4403, 25661722.9125,  3323829.6964
310990,13,  8, 24243409.5830,20.00,25.18, 44.39, 5.62, 2.92, -26851.70,-17284765.1029,  2484646.8262, 20109871.3589
310990,13, 11, 21462783.1390,21.00,65.16, 19.74, 2.65, 1.61,-220437.36,-10790175.5440, 16981540.9359, 16846017.7756
310990,13, 17, 24658008.2940,21.00,21.61,270.55, 6.48, 3.15, -38026.58, 14403391.1443, 21706716.8027,  5918254.1901
310990,13, 22, 24036201.0040,20.00,26.91,119.19, 5.29, 2.82, -82650.25,-24287133.3565, 10303306.6685, -2902350.9077
310990,13, 28, 23852138.4800,14.00,32.36,328.49, 4.48, 2.53, 205261.61,  4796080.6144, 14248843.4200, 22525691.8474
310990,13, 30, 21723060.1170,26.00,58.73,282.51, 2.81, 1.70,  32302.18,   826143.5684, 23928050.1335, 11338340.7098
310990,13, 93, 36825636.9780,16.00,74.46,105.24, 2.49, 1.54, -88310.93,-24339610.6344, 31584069.2940, 13179402.3276
310990,13, 94, 36951597.2920,21.00,76.70,301.35, 2.47, 1.53,  44300.11, -8590980.7914, 36419475.2705, 19736174.9447
310990,13, 96, 36851658.9000,17.00,73.88,342.77, 2.50, 1.54,   5078.90,-11327089.0553, 32425858.9058, 24337687.1821
310990,13, 99, 37691787.6270,24.00,58.59,244.64, 2.81, 1.70, -53423.97,   197700.0017, 41754876.5515,  6728086.4148
